cluster,bmi,fsh,bone_density,depression,hot_flashes,systolic_bp
0,37.86738862802315,18.791570247933883,1.0790301005509642,1.8856749311294765,1.6460055096418733,132.46280991735537
1,25.17729721599291,18.42027063197026,0.9249334572490706,1.5330855018587362,1.1494423791821562,113.92490706319703
2,25.783784907373423,34.643250222617986,0.9267512021371327,1.6357969723953696,1.510240427426536,114.17364203027604
3,27.481359655825774,30.47138888888889,0.9564824074074074,2.074074074074074,1.5648148148148149,118.21296296296296
