cluster,bmi,fsh,bone_density,depression,hot_flashes,systolic_bp
0,100.00000000000003,2.288726395104817,100.0,65.17502353642953,100.0,100.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,4.77922240028596,100.0,1.1796135523217117,18.98588543488671,72.65904899349931,1.341764324885503
3,18.156389619452284,74.28424716669122,20.473483057336125,100.0,83.64947176970384,23.13128908647866
